Customer Review,Date Of Stay,Customer Rating,Owner Responded
I was invited for a meeting at The Oberoi. My stay was short but most memorable one. The staff is so courteous and they make you so special. Loved the room #319. Thanks for the great hospitality and I would recommend everyone to stay to experience their ambience. The music in the evening in the lobby is awesome.,Date of stay: May 2018,bubble_50,"Dear Guest,    It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.   Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We look forward to welcoming you back.   Sincere regards   Udiksha Panshikar Hotel Manager     "
"We have been staying at the Oberoi in Delhi for 5 nights, the place is amazing, completely renovated (6month ago) it is very modern (iPad controls all the activities and room services). The rooms are huge and very silent.  The hotel has a really nice pool and the fitness center is perfect! Particular reward to the staff that recognized us and always had particular attention for us (few words in French, Indian dish offered at the restaurant...) Do not hesitate to stay at the Oberoi! It is in the center of town, many touristic activities nearby.",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.   We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. In our endeavour to provide our discerning guests with the highest levels of comfort, we have introduced Oberoi Enhance (iPad) in all our rooms. We are happy to read your review on this state-of-the-art technology. I am also happy read that you enjoyed your time at our temperature controlled swimming pool and the fitness centre.I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  The Oberoi, New Delhi will be waiting to welcome you back.   Sincere regards   Udiksha Panshikar Hotel Manager   "
"Newly furbished hotel in Delhi, give us bestest experience of our stay. Modern Automation in Lights,Aircon, Tv & everything was updated with best facilities. Gym swimming pool area indoor & outdoor uncomparable. Will definitely repeat for longer stay.",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.   We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. In our endeavour to provide our discerning guests with the highest levels of comfort, we have introduced Oberoi Enhance (iPad) in all our rooms. We are happy to read your review on this state-of-the-art technology. I am also happy read that you enjoyed your time at our temperature controlled swimming pool and the fitness centre. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.   Sincere regards   Udiksha Panshikar Hotel Manager   "
"Recently refurbished to a very high standard (the addition of a rooftop open-air bar was a master stoke) this hotel offers a luxurious stay with service at the very top end. Whilst not in the 'middle' of town it is very close the Khan Market/Connaught Place, and many of the offices that business travellers need to visit. The views over the golf course are magnificent, the grounds well manicured.",Date of stay: May 2018,bubble_50,"Dear Guest,  Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.  We are glad that you noticed our attempt to provide our guests with lush green aesthetically landscaped and tranquil surroundings. The hotel has been designed so that guests can enjoy verdant views from every aspect.   We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Udiksha Panshikar Hotel Manager "
"Room was excellent, well maintained. Amazing you can manage all operations in the room with an i-Pad!!! Great idea ! Service was good, personnel extremely well trained.  Gongratulations. The only matter that should imprpove is the internet speed. i think it is not a matter of the hotel, but rather of the country. Again, thanks again for the excellent stay",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay with us.   We are truly grateful for the wonderful things you have said about the hotel, our team, and services. In our endeavour to provide our discerning guests with the highest levels of comfort, we have introduced Oberoi Enhance (iPad) in all our rooms. We are happy to read your review on this state-of-the-art technology. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward    I have made a note of your feedback regarding the internet and we truly regret the inconvenience faced by you. We offer complimentary internet service in all our rooms at 200 MBPS,  In case there is a request for High speed internet it is also available at a nominal charge. Subsequent to your feedback, I have got my team of Engineers to check the services in order to ensure that our systems are working to their full potential. We sincerely regret the inconvenience caused.   We look forward to welcoming you back.   Sincere regards   Jay Rathore Vice President and General Manager "
"We booked our entire Indian vacation through Oberoi Exotic Vacations.  If you have any doubts about letting them help plan and organize your trip, I can assure you that you cannot go wrong booking through them!  They are incredible from beginning to end!  I could go on and on, but I will say that they were always extremely responsive and detail-oriented.  We had a very short 8 days, but Tenzin Nyima planned a trip of a lifetime for us, and I cannot be more grateful to her for her incredible service.  And that will be the recurring theme of my reviews of the various Oberoi hotels that we stayed at:  service that exceeds all expectations.  The Oberoi team is the best out there.  I have been lucky enough to stay at some of the world's finest hotels, but nothing compares to the…",Date of stay: April 2018,bubble_50,"Dear Guest  It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Tenzin and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.   Sincere regards  Udiksha Panshikar Hotel Manager "
"The newly decorated Oberoi heotel offers a great and relaxing atmosphere in vital city ! The location is perfectly in the heart of the capital ! The rooms let you feel home - same as the whole service-team.  The restaurant venues are nicely selected and the teams highly motivated : especially in the ""360"" we got to know the sous chef Mr. Christian Stoop - and we are very sure that we will hear a lot of his future career as a genuis cook !",Date of stay: April 2018,bubble_50,"Dear Guest  Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.   We are truly grateful for the wonderful things you have said about the hotel, team, services and especially 360- our main dining restaurant. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. Thank you so much for appreciating Chef Stoop. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We look forward to your continued visits and hopefully you will get an opportunity to try all our other dining options and find them equally satisfying. We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.   Sincere regards   Udiksha Panshikar Hotel Manager     "
"Everything was awesome food,room,staff  Feels like living in UK not in delhi😀 The Respect you get from the staff is adorable Quick Response from the staff  You didn't find this type of respect and caring from the staff.",Date of stay: May 2018,bubble_50,"Dear Guest,    It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I am delighted you had a memorable stay with us and we were able to exceed your expectations.    We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.    Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.   Sincere regards   Udiksha Panshikar Hotel Manager   "
"We stayed at the Oberoi in Delhi for 3 nights. I wish it could have been longer. All of the staff are exceptional, but I have to rave about the service in the restaurants. We ate at 360. One of the chefs, Parth created the most delicious meals we have ever eaten. He made us feel like family. The servers were extremely professional and attentive to our every need. We also had the pleasure of eating at the Chinese restaurant. Our server was Manuel. Again, absolutely exceptional service! From the minute we walked into the Oberoi, we were greeted warmly and like VIP’s.  I would definitely recommend this beautiful  hotel in Delhi.",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. I am delighted you had a memorable stay with us and we were able to exceed your expectations.    We are truly grateful for the wonderful things you have said about the hotel, team, services and especially 360 our main dining restaurant and Baoshuan our Chinese restaurant. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.   Thank you so much for appreciating Chef Parth, Manuel and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.   Sincere regards   Udiksha Panshikar Hotel Manager   "
"I stayed at The Oberoi for 3 nights for an official visit. A very nice experience. The room was luxurious and the food was excellent.   The staff was professional and caring. A staff member (Swati) noticed, while making the room, that my personal toiletries were close to finishing, and provided a replenishment from the hotel. Very touching indeed.   Overall, a very positive experience.",Date of stay: May 2018,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.   Thank you so much for appreciating Swati. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Udiksha Panshikar Hotel Manager  "
We stayed at the Oberoi for one night before flying home.  We were upgraded to a lovely suite and really enjoyed the whole experience.    The food and service in the 360 was very good at lunchtime.    We dined in the Baoshan in the evening and both the food and the service surpassed our expectations.   The staff in the hotel were extremely helpful and courteous and we couldn’t have asked for more.   We will certainly stay here again on any return to New Delhi.,Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, services and especially 360 our main dining restaurant and Baoshuan our Chinese restaurant. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to your continued visits and hopefully you will get an opportunity to try all our other dining options and find them equally satisfying. We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"The Oberoi, the brand name suggests the excellency of stay. The best hotel to enjoy your luxurious stay. Staffs are well behaved and the room was the best one can witness in a luxury hotel. The foods we got was awesome.",Date of stay: March 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, services and especially our food. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"The team went out of their way for us and was always professional, efficient and nothing was too much trouble. Special mentions to  Vinayak Nayak Parth Saxena Ravleen Singh Anshum Sehgal Ansh Malhotra We will definitely be back and hopefully often.",Date of stay: May 2018,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team, and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.  Thank you so much for appreciating Vinayak, Parth, Ravleen, Anshum, Ansh and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to welcoming you back.  Sincere regards  Udiksha Panshikar Hotel Manager "
"Great location, amazing hotel, spacious rooms, iPad controlled interface are there to make your stay comfortable but the highlight for me was F&B service - one of the best F&B staff I encountered. Well done team Oberoi!",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. I am delighted you had a memorable stay with us and we were able to exceed your expectations.    We are truly grateful for the wonderful things you have said about the hotel, team, services and especially food and beverage service in restaurants. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We look forward to your continued visits and hopefully you will get an opportunity to try all our other dining options and find them equally satisfying. We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.   Sincere regards   Udiksha Panshikar Hotel Manager   "
I have visited Delhi many times for family and on business.  I can say that the service and ambience at the Oberoi is the best in class.  The staff is amazingly helpful and kind.  The restaurants are spectacular - the setting near the golf club is gorgeous.  It is a wonderful hotel.,Date of stay: April 2018,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to welcoming you back.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"the updated Oberoi Hotel is incredible.  the hotel is beautiful and the rooms were amazing. everything in the hotel is new and modern.  rooms are spacious, beautifully decorated, and have great amenities.  as we checked ion they had hot chocolate and cookies in the room.  I love the TV built into the bathroom mirror.  also, the TV and entertainment in the bedroom was awesome with netflix and amazon available.  and if you do watch a movie--they ask if you would like popcorn and chocolates--how cool. service in 360 restaurant was amazing-and food selection was the best. service anywhere in the hotel was incredible, friendly, and professional.  gym, spa, and pool were all perfect and new--which i loved!! can't wait to go back!!!",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.  We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
The rooms are spacious and beautifully appointed. Handy Butler service activated by pushbutton in room.  The service at 360 Restauarant was excellent. Staff went out of their way to meet and exceed expectation.,Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, services and especially 360- our main dining restaurant. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to your continued visits and hopefully you will get an opportunity to try all our other dining options and find them equally satisfying. We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager "
"I absolutely LOVED EVERYTHING about this hotel. The staff were helpful and professional, the rooms were a wonderful surprise with your every need catered for. Everything is state-of-the-art and technology in the bedrooms are to die for! All personnel I engaged with from the restaurants staff, the spa staff are world class and I dream of returning to this hotel first chance I get. This place is run like a machine with a very personal touch.",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.  We are truly grateful for the wonderful things you have said about the hotel and the services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. It’s our team that makes our hotel special – I am very lucky to have a dedicated team of ladies and gentlemen who do all they can to delight our guests and ensure they carry everlasting and fond memories. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.    We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"My daughter and I just completed a wonderful tour of India. Our first city was New Delhi, and the good folks at the Oberoi in New Delhi could not have been more welcoming. The service, rooms, and food was all exemplary. I love the renovations, and the focus on welcoming guests to India (with the wonderful display in the front entrance, that has mirrors on the flip side to welcome guests to the family). The emphasis on air quality in the hotel is also a wonderful surprise. I especially appreciated the wonderful welcome when we arrived late at night from our overseas trip - the kind lady who showed us to our room saw I was adjusting to the temperature (especially air conditioning)/ time change, and kindly made us tea to make our first moments so wonderful. I'd highly recommend…",Date of stay: May 2018,bubble_50,"Dear Guest   Thank you for your words of appreciation and encouragement. The new look Oberoi features interiors designed in a contemporary interpretation of Sir Edwin Lutyen’s’ New Delhi architecture and design. The hotel is also equipped with new, clean air technology which provides clean air on par with global standards as set by WHO. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.  We are truly grateful for the wonderful things you have said about the hotel, team, services and especially the arrival experience. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for The Oberoi, New Delhi and look forward to welcoming you back.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"Stayed at The Oberoi New Delhi  in May 2018, hotel has been recently renovated and new setup is world class. Rooms are specious and well appointed with beautiful views from the top floors, room technology is very convenient as you can access your room switches , TV menu, room service etc on an Ipad from your bed. Staff is very attentive and always go the extra mile to make your stay comfortable. Great location not too much in the buzz of the city noise and yet still very accessible. Special mention to staff in the breakfast restaurant and manager Jay who were so welcoming and made my stay memorable. would definitely visit again. Highly recommend.  P.s  Omya Indian Restaurant located inside the hotel has the best Indian food ever! Special touches like the complimentary popcorn …",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.   We are truly grateful for the wonderful things you have said about the hotel, team, services and especially breakfast at 360. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. Chef Gaurav and his team are delighted to know that dining at Omya restaurant added to the overall success of your stay.    Thank you so much for appreciating Jay and our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to your continued visits and hopefully you will get an opportunity to try all our other dining options and find them equally satisfying. We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"Me and my fiancé were there for 2 nights and the experience was just amazing, first of the hotel itself is so beautiful and the property is very clean and well kept, the staff right from the gate guards to the butlers everyone is so nice and respectful. The food in all the restaurants is outstanding and specially the cocktails at the rooftop bar are great.  There is alot other hotels around the globe can learn from this hotel.  I have travelled to many hotels but this hotels was the best by a huge margin.",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your recent stay with us.  We are truly grateful for the wonderful things you have said about the hotel and the services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discreet service to our guests and their appreciation and acknowledgement is always our greatest reward. It’s our team that makes our hotel special – I am very lucky to have a dedicated team of ladies and gentlemen who do all they can to delight our guests and ensure they carry everlasting and fond memories. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.    We are extremely delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"An enjoyable stay, the services, and room were first class, the bedsheets, toweling was fresh, the Ipad control system was great, the butler service was an extra touch, the lady kept everything prim and proper. The lunch buffet was satisfactory and so was the breakfast, the waiters were very efficient. Overall a very good stay",Date of stay: May 2018,bubble_50,"Dear Guest,   It was a pleasure having you stay with us at The Oberoi, New Delhi on your recent visit. I take this opportunity to thank you for your time in evaluating our product and services.   We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.  The Oberoi, New Delhi will be waiting to welcome you back.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"I've never reviewed anywhere before on Trip Advisor because I'm too lazy, but I have been forced out of my lethargy by the phenomenal service at the Oberoi in both Ranthambore and Delhi. Excellent. They really go out of their way to make you feel at home.",Date of stay: May 2018,bubble_50,"Dear Guest,  Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at Oberoi hotels & Resorts.  We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward.I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We are delighted to have you as an “ambassador” for Oberoi hotels & Resorts.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"We recently stayed at this hotel while passing through Delhi. Look no further: in a country of great hotels, the Oberoi is an exceptional chain, and the newly renovated Oberoi Delhi is the jewel in the crown. It is a wonderful hotel: great location, beautiful building, gorgeous rooms (we had one over-looking the Humayan tomb) and above all the most gracious and helpful staff imaginable. Nothing was too much trouble, everything was taken care of with a smile. I cannot praise this hotel highly enough. i have stayed in other hotels in Delhi and the Oberoi Delhi cannot be beaten.",Date of stay: April 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.  We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to welcoming you back.  Sincere regards  Udiksha Panshikar Hotel Manager  "
I would without a doubt rate this hotel as the best hotel we have ever stayed in. The staff are all so helpful and friendly and they make you feel like royalty the minute you step foot in the door. They have such a wide variety of food at breakfast that you dont even know where to start. The staff greet you by name and the rooms are by far the most luxurious rooms I have ever stayed in.,Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. I am delighted you had a memorable stay with us and we were able to exceed your expectations.   We are truly grateful for the wonderful things you have said about the hotel, team, services and especially breakfast at 360 our main dining restaurant. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to your continued visits and hopefully you will get an opportunity to try all our other dining options and find them equally satisfying. We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
The Oberoi in New Delhi is recently renovated and consistent with the fabulous service and luxury that you receive when staying at an Oberoi Hotel.  It is very well located and the staff are incredible.... They are always friendly and efficient. This is a must stay when you visit New Delhi.  We had a view overlooking the golf course which was lovely.  Cannot recommend this Hotel high enough.,Date of stay: May 2018,bubble_50,"Dear Guest,  Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.  We are truly grateful for the wonderful things you have said about the hotel, team and services. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  The Oberoi, New Delhi will be waiting to welcome you back.  Sincere regards  Udiksha Panshikar Hotel Manager  "
"I stayed at the Oberoi New Delhi for 2 nights. I was blown away by their levels of service. I was always greeted by name, staff knew my preferences without me having to repeat them.  All the restaurants are excellent.  Whenever I asked if they could help me source a specific tea to take home, or jasmine essence that they use in the hotel they would find them for me and have them sent to my room.  I used the spa which was excellent and the facilities five star. a welcome outdoor pool in the heat of may. I used a chauffeur for a day to visit some smaller not well known temples and sights - he was incredible. Could explain about the main attractions, ensured that I was safe at all times. Can't wait to return!",Date of stay: May 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. I am delighted you had a memorable stay with us and we were able to exceed your expectations.    We are truly grateful for the wonderful things you have said about the hotel, team, services, especially our spa and the pool. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward. Chandan, from our very skilled chauffeur’s team is very happy to learn that his service could contribute to the success of your trip.    I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.   We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.   Sincere regards   Udiksha Panshikar Hotel Manager   "
I visited the place along with my wife and stayed here for a day. The recently renovated property is the best place to stay in Delhi. We were warmly greeted at the front desk. Atithi devo bhava the Sanskrit quote feels reality in any Oberoi property and so was felt here.  The suite room was nice cosy and comfortable with state of art facilities. The view from the room was excellent.  The breakfast spread was good and the service excellent.  The staff at all places humble and courteous. Well done team Oberoi... highly recommended property... we’ll visit soon 👍👍👍👍,Date of stay: April 2018,bubble_50,"Dear Guest,   Thank you for your words of appreciation and encouragement. We are delighted to know that you enjoyed your stay at the recently refurbished hotel and think highly of it.   We are truly grateful for the wonderful things you have said about the hotel, team, services and especially breakfast at 360. At The Oberoi, New Delhi, we are committed to consistently providing warm, efficient and discrete service to our guests and their appreciation and acknowledgement is always our greatest reward  Thank you so much for appreciating our team. People are the backbone of our hotel. With their genuine care and perceptiveness they create delightful moments for our guests – we are truly fortunate to have such an amazing team. I have shared your feedback with everyone at the hotel – your appreciation means the world to our people and will inspire and encourage them in their continuous pursuit of excellence.  We look forward to your continued visits and hopefully you will get an opportunity to try all our other dining options and find them equally satisfying. We are delighted to have you as an “ambassador” for The Oberoi, New Delhi.  Sincere regards  Udiksha Panshikar Hotel Manager  "
