Customer Review,Date Of Stay,Customer Rating,Owner Responded,Lemmatized Tokens,lemmatized
definitely recommend property comfortable modern renovation thing control ipad light curtain door open tv restaurant 360 good food limited option vegetarian daal good service little slow bad,05/18,Excellent,True,"['definitely', 'recommend', 'property', 'comfortable', 'modern', 'renovation', 'thing', 'control', 'ipad', 'light', 'curtain', 'door', 'open', 'tv', 'restaurant', '360', 'good', 'food', 'limited', 'option', 'vegetarian', 'daal', 'good', 'service', 'little', 'slow', 'bad']",definitely recommend property comfortable modern renovation thing control ipad light curtain door open tv restaurant 360 good food limited option vegetarian daal good service little slow bad
stay business week work conference room actually time client arrange limo airport comfortable give cold towel chilled water relax air condition comfort complementary wifi good music checkin wonderful show straight room have hand passport moment sign form room delightful 7th floor great view tastefully furnish equip walkin wardrobe perfect luggage room ipad control light individually air blind main window bathroom control apple tv access,05/18,Excellent,True,"['stay', 'business', 'week', 'work', 'conference', 'room', 'actually', 'time', 'client', 'arrange', 'limo', 'airport', 'comfortable', 'give', 'cold', 'towel', 'chilled', 'water', 'relax', 'air', 'condition', 'comfort', 'complementary', 'wifi', 'good', 'music', 'checkin', 'wonderful', 'show', 'straight', 'room', 'have', 'hand', 'passport', 'moment', 'sign', 'form', 'room', 'delightful', '7th', 'floor', 'great', 'view', 'tastefully', 'furnish', 'equip', 'walkin', 'wardrobe', 'perfect', 'luggage', 'room', 'ipad', 'control', 'light', 'individually', 'air', 'blind', 'main', 'window', 'bathroom', 'control', 'apple', 'tv', 'access']",stay business week work conference room actually time client arrange limo airport comfortable give cold towel chilled water relax air condition comfort complementary wifi good music checkin wonderful show straight room have hand passport moment sign form room delightful 7th floor great view tastefully furnish equip walkin wardrobe perfect luggage room ipad control light individually air blind main window bathroom control apple tv access
stay chain include parktajhyatt stay oberai expectation certain point note uncomparable follow 1courtesy staff smooth checkin processeverythe hand need stand checkin 2it truely digital experience start checkin process accessability ipad smart toileti mean good 3the helpful staff cafe u feel comfortable include daughter8 yrswho wants stay oberai surprise gift gotthe bed got agree time oberaino doubt cheer teamhighly recommend,05/18,Excellent,True,"['stay', 'chain', 'include', 'parktajhyatt', 'stay', 'oberai', 'expectation', 'certain', 'point', 'note', 'uncomparable', 'follow', '1courtesy', 'staff', 'smooth', 'checkin', 'processeverythe', 'hand', 'need', 'stand', 'checkin', '2it', 'truely', 'digital', 'experience', 'start', 'checkin', 'process', 'accessability', 'ipad', 'smart', 'toileti', 'mean', 'good', '3the', 'helpful', 'staff', 'cafe', 'u', 'feel', 'comfortable', 'include', 'daughter8', 'yrswho', 'wants', 'stay', 'oberai', 'surprise', 'gift', 'gotthe', 'bed', 'got', 'agree', 'time', 'oberaino', 'doubt', 'cheer', 'teamhighly', 'recommend']",stay chain include parktajhyatt stay oberai expectation certain point note uncomparable follow 1courtesy staff smooth checkin processeverythe hand need stand checkin 2it truely digital experience start checkin process accessability ipad smart toileti mean good 3the helpful staff cafe u feel comfortable include daughter8 yrswho wants stay oberai surprise gift gotthe bed got agree time oberaino doubt cheer teamhighly recommend
fourday stay great wish time cleanliness overall ambience superb amazing fantastic place stay definitely choice time visit new staff start gatesecuritie soooooooo helpful eager ensure perfect experience parth saxena chef 360 friendly guy briefing local dish breakfast kanhaiya mishra room attendant time assist need abishek ict assistant helped connect internet check wait pick airport extra assistance friendly lovely staff ishan awasty nilima khawas help arrange,05/18,Excellent,True,"['fourday', 'stay', 'great', 'wish', 'time', 'cleanliness', 'overall', 'ambience', 'superb', 'amazing', 'fantastic', 'place', 'stay', 'definitely', 'choice', 'time', 'visit', 'new', 'staff', 'start', 'gatesecuritie', 'soooooooo', 'helpful', 'eager', 'ensure', 'perfect', 'experience', 'parth', 'saxena', 'chef', '360', 'friendly', 'guy', 'briefing', 'local', 'dish', 'breakfast', 'kanhaiya', 'mishra', 'room', 'attendant', 'time', 'assist', 'need', 'abishek', 'ict', 'assistant', 'helped', 'connect', 'internet', 'check', 'wait', 'pick', 'airport', 'extra', 'assistance', 'friendly', 'lovely', 'staff', 'ishan', 'awasty', 'nilima', 'khawas', 'help', 'arrange']",fourday stay great wish time cleanliness overall ambience superb amazing fantastic place stay definitely choice time visit new staff start gatesecuritie soooooooo helpful eager ensure perfect experience parth saxena chef 360 friendly guy briefing local dish breakfast kanhaiya mishra room attendant time assist need abishek ict assistant helped connect internet check wait pick airport extra assistance friendly lovely staff ishan awasty nilima khawas help arrange
visit reopen wait worth leisurely sunday brunch friend family 360 degree usual choice food simply mind boggle spoil personal care courtesy staff rich combination indiancontinentalitalian south indian foodimpeccable quality service usualexceptional consideration infant childrenindeed place give true value money leave fond memory linger taste,05/18,Excellent,True,"['visit', 'reopen', 'wait', 'worth', 'leisurely', 'sunday', 'brunch', 'friend', 'family', '360', 'degree', 'usual', 'choice', 'food', 'simply', 'mind', 'boggle', 'spoil', 'personal', 'care', 'courtesy', 'staff', 'rich', 'combination', 'indiancontinentalitalian', 'south', 'indian', 'foodimpeccable', 'quality', 'service', 'usualexceptional', 'consideration', 'infant', 'childrenindeed', 'place', 'give', 'true', 'value', 'money', 'leave', 'fond', 'memory', 'linger', 'taste']",visit reopen wait worth leisurely sunday brunch friend family 360 degree usual choice food simply mind boggle spoil personal care courtesy staff rich combination indiancontinentalitalian south indian foodimpeccable quality service usualexceptional consideration infant childrenindeed place give true value money leave fond memory linger taste
stay time recent renovation reception airport sendoff impressed allround excellence display great surprise upgrade spacious suite 8th floor suite elegant walkin closet toilet bathroom state art toto fixture lively sumptuous breakfast buffet have western indian breakfast favourite room service meticulous turnover service immaculate eat famous restaurant prior commitment sure excellent resident lounge tuck away corner ground floor somewhat dull lifeless place limited snack menu ok need,05/18,Excellent,True,"['stay', 'time', 'recent', 'renovation', 'reception', 'airport', 'sendoff', 'impressed', 'allround', 'excellence', 'display', 'great', 'surprise', 'upgrade', 'spacious', 'suite', '8th', 'floor', 'suite', 'elegant', 'walkin', 'closet', 'toilet', 'bathroom', 'state', 'art', 'toto', 'fixture', 'lively', 'sumptuous', 'breakfast', 'buffet', 'have', 'western', 'indian', 'breakfast', 'favourite', 'room', 'service', 'meticulous', 'turnover', 'service', 'immaculate', 'eat', 'famous', 'restaurant', 'prior', 'commitment', 'sure', 'excellent', 'resident', 'lounge', 'tuck', 'away', 'corner', 'ground', 'floor', 'somewhat', 'dull', 'lifeless', 'place', 'limited', 'snack', 'menu', 'ok', 'need']",stay time recent renovation reception airport sendoff impressed allround excellence display great surprise upgrade spacious suite 8th floor suite elegant walkin closet toilet bathroom state art toto fixture lively sumptuous breakfast buffet have western indian breakfast favourite room service meticulous turnover service immaculate eat famous restaurant prior commitment sure excellent resident lounge tuck away corner ground floor somewhat dull lifeless place limited snack menu ok need
location excellent property level service stay extremely enjoyable breakfast spread outstanding stand attention look forward stay,05/18,Excellent,True,"['location', 'excellent', 'property', 'level', 'service', 'stay', 'extremely', 'enjoyable', 'breakfast', 'spread', 'outstanding', 'stand', 'attention', 'look', 'forward', 'stay']",location excellent property level service stay extremely enjoyable breakfast spread outstanding stand attention look forward stay
stay new early month short business trip detail level service surpass expectation stay sister gurguon occasion personally like lot appreciate modern old world touch exceptionally clean room spacious service attentive enjoy gym coffee shop look forward try restaurant future recommend friend plan return,05/18,Excellent,True,"['stay', 'new', 'early', 'month', 'short', 'business', 'trip', 'detail', 'level', 'service', 'surpass', 'expectation', 'stay', 'sister', 'gurguon', 'occasion', 'personally', 'like', 'lot', 'appreciate', 'modern', 'old', 'world', 'touch', 'exceptionally', 'clean', 'room', 'spacious', 'service', 'attentive', 'enjoy', 'gym', 'coffee', 'shop', 'look', 'forward', 'try', 'restaurant', 'future', 'recommend', 'friend', 'plan', 'return']",stay new early month short business trip detail level service surpass expectation stay sister gurguon occasion personally like lot appreciate modern old world touch exceptionally clean room spacious service attentive enjoy gym coffee shop look forward try restaurant future recommend friend plan return
room give occasion 550 sq ft beautiful view staff know welcome home room service prompt laundry house keep courteous,05/18,Excellent,True,"['room', 'give', 'occasion', '550', 'sq', 'ft', 'beautiful', 'view', 'staff', 'know', 'welcome', 'home', 'room', 'service', 'prompt', 'laundry', 'house', 'keep', 'courteous']",room give occasion 550 sq ft beautiful view staff know welcome home room service prompt laundry house keep courteous
good location excellent service courteous staff way feel comfortable great food room amenity superb include ipad allow remote control,05/18,Excellent,True,"['good', 'location', 'excellent', 'service', 'courteous', 'staff', 'way', 'feel', 'comfortable', 'great', 'food', 'room', 'amenity', 'superb', 'include', 'ipad', 'allow', 'remote', 'control']",good location excellent service courteous staff way feel comfortable great food room amenity superb include ipad allow remote control
invite meeting stay short memorable staff courteous special love room 319 thank great hospitality recommend stay experience ambience music evening lobby awesome,05/18,Excellent,True,"['invite', 'meeting', 'stay', 'short', 'memorable', 'staff', 'courteous', 'special', 'love', 'room', '319', 'thank', 'great', 'hospitality', 'recommend', 'stay', 'experience', 'ambience', 'music', 'evening', 'lobby', 'awesome']",invite meeting stay short memorable staff courteous special love room 319 thank great hospitality recommend stay experience ambience music evening lobby awesome
stay 5 night place amazing completely renovate 6month ago modern ipad control activity room service room huge silent nice pool fitness center perfect particular reward staff recognize particular attention word french indian dish offer restaurant hesitate stay center town touristic activity nearby,05/18,Excellent,True,"['stay', '5', 'night', 'place', 'amazing', 'completely', 'renovate', '6month', 'ago', 'modern', 'ipad', 'control', 'activity', 'room', 'service', 'room', 'huge', 'silent', 'nice', 'pool', 'fitness', 'center', 'perfect', 'particular', 'reward', 'staff', 'recognize', 'particular', 'attention', 'word', 'french', 'indian', 'dish', 'offer', 'restaurant', 'hesitate', 'stay', 'center', 'town', 'touristic', 'activity', 'nearby']",stay 5 night place amazing completely renovate 6month ago modern ipad control activity room service room huge silent nice pool fitness center perfect particular reward staff recognize particular attention word french indian dish offer restaurant hesitate stay center town touristic activity nearby
newly furbish best experience stay modern automation lightsaircon tv update good facility gym swimming pool area indoor outdoor uncomparable definitely repeat long stay,05/18,Excellent,True,"['newly', 'furbish', 'best', 'experience', 'stay', 'modern', 'automation', 'lightsaircon', 'tv', 'update', 'good', 'facility', 'gym', 'swimming', 'pool', 'area', 'indoor', 'outdoor', 'uncomparable', 'definitely', 'repeat', 'long', 'stay']",newly furbish best experience stay modern automation lightsaircon tv update good facility gym swimming pool area indoor outdoor uncomparable definitely repeat long stay
recently refurbish high standard addition rooftop openair bar master stoke offer luxurious stay service end whilst middle town close khan marketconnaught place office business traveller need visit view golf course magnificent ground manicure,05/18,Excellent,True,"['recently', 'refurbish', 'high', 'standard', 'addition', 'rooftop', 'openair', 'bar', 'master', 'stoke', 'offer', 'luxurious', 'stay', 'service', 'end', 'whilst', 'middle', 'town', 'close', 'khan', 'marketconnaught', 'place', 'office', 'business', 'traveller', 'need', 'visit', 'view', 'golf', 'course', 'magnificent', 'ground', 'manicure']",recently refurbish high standard addition rooftop openair bar master stoke offer luxurious stay service end whilst middle town close khan marketconnaught place office business traveller need visit view golf course magnificent ground manicure
room excellent maintain amazing manage operation room ipad great idea service good personnel extremely train gongratulation matter imprpove internet speed think matter country thank excellent stay,05/18,Excellent,True,"['room', 'excellent', 'maintain', 'amazing', 'manage', 'operation', 'room', 'ipad', 'great', 'idea', 'service', 'good', 'personnel', 'extremely', 'train', 'gongratulation', 'matter', 'imprpove', 'internet', 'speed', 'think', 'matter', 'country', 'thank', 'excellent', 'stay']",room excellent maintain amazing manage operation room ipad great idea service good personnel extremely train gongratulation matter imprpove internet speed think matter country thank excellent stay
book entire indian vacation exotic vacation doubt let help plan organize trip assure wrong booking incredible beginning end extremely responsive detailoriente short 8 day tenzin nyima plan trip lifetime grateful incredible service recur theme review hotel stay service exceed expectation team good lucky stay world fine hotel compare,04/18,Excellent,True,"['book', 'entire', 'indian', 'vacation', 'exotic', 'vacation', 'doubt', 'let', 'help', 'plan', 'organize', 'trip', 'assure', 'wrong', 'booking', 'incredible', 'beginning', 'end', 'extremely', 'responsive', 'detailoriente', 'short', '8', 'day', 'tenzin', 'nyima', 'plan', 'trip', 'lifetime', 'grateful', 'incredible', 'service', 'recur', 'theme', 'review', 'hotel', 'stay', 'service', 'exceed', 'expectation', 'team', 'good', 'lucky', 'stay', 'world', 'fine', 'hotel', 'compare']",book entire indian vacation exotic vacation doubt let help plan organize trip assure wrong booking incredible beginning end extremely responsive detailoriente short 8 day tenzin nyima plan trip lifetime grateful incredible service recur theme review hotel stay service exceed expectation team good lucky stay world fine hotel compare
newly decorate heotel offer great relaxing atmosphere vital city location perfectly heart capital room let feel home serviceteam restaurant venue nicely select team highly motivate especially 360 get know sous chef mr christian stoop sure hear lot future career genuis cook,04/18,Excellent,True,"['newly', 'decorate', 'heotel', 'offer', 'great', 'relaxing', 'atmosphere', 'vital', 'city', 'location', 'perfectly', 'heart', 'capital', 'room', 'let', 'feel', 'home', 'serviceteam', 'restaurant', 'venue', 'nicely', 'select', 'team', 'highly', 'motivate', 'especially', '360', 'get', 'know', 'sous', 'chef', 'mr', 'christian', 'stoop', 'sure', 'hear', 'lot', 'future', 'career', 'genuis', 'cook']",newly decorate heotel offer great relaxing atmosphere vital city location perfectly heart capital room let feel home serviceteam restaurant venue nicely select team highly motivate especially 360 get know sous chef mr christian stoop sure hear lot future career genuis cook
awesome foodroomstaff feel like live uk respect staff adorable quick response staff do not type respect caring staff,05/18,Excellent,True,"['awesome', 'foodroomstaff', 'feel', 'like', 'live', 'uk', 'respect', 'staff', 'adorable', 'quick', 'response', 'staff', 'do', 'not', 'type', 'respect', 'caring', 'staff']",awesome foodroomstaff feel like live uk respect staff adorable quick response staff do not type respect caring staff
stay 3 night wish long staff exceptional rave service restaurant eat 360 chef parth create delicious meal eat feel like family server extremely professional attentive need pleasure eat chinese restaurant server manuel absolutely exceptional service minute walked greet warmly like vip definitely recommend beautiful,05/18,Excellent,True,"['stay', '3', 'night', 'wish', 'long', 'staff', 'exceptional', 'rave', 'service', 'restaurant', 'eat', '360', 'chef', 'parth', 'create', 'delicious', 'meal', 'eat', 'feel', 'like', 'family', 'server', 'extremely', 'professional', 'attentive', 'need', 'pleasure', 'eat', 'chinese', 'restaurant', 'server', 'manuel', 'absolutely', 'exceptional', 'service', 'minute', 'walked', 'greet', 'warmly', 'like', 'vip', 'definitely', 'recommend', 'beautiful']",stay 3 night wish long staff exceptional rave service restaurant eat 360 chef parth create delicious meal eat feel like family server extremely professional attentive need pleasure eat chinese restaurant server manuel absolutely exceptional service minute walked greet warmly like vip definitely recommend beautiful
stay 3 night official visit nice experience room luxurious food excellent staff professional care staff member swati notice make room personal toiletry close finishing provide replenishment touch overall positive experience,05/18,Excellent,True,"['stay', '3', 'night', 'official', 'visit', 'nice', 'experience', 'room', 'luxurious', 'food', 'excellent', 'staff', 'professional', 'care', 'staff', 'member', 'swati', 'notice', 'make', 'room', 'personal', 'toiletry', 'close', 'finishing', 'provide', 'replenishment', 'touch', 'overall', 'positive', 'experience']",stay 3 night official visit nice experience room luxurious food excellent staff professional care staff member swati notice make room personal toiletry close finishing provide replenishment touch overall positive experience
stay night fly home upgrade lovely suite enjoy experience food service 360 good lunchtime dine baoshan evening food service surpass expectation staff extremely helpful courteous ask certainly stay return new,05/18,Excellent,True,"['stay', 'night', 'fly', 'home', 'upgrade', 'lovely', 'suite', 'enjoy', 'experience', 'food', 'service', '360', 'good', 'lunchtime', 'dine', 'baoshan', 'evening', 'food', 'service', 'surpass', 'expectation', 'staff', 'extremely', 'helpful', 'courteous', 'ask', 'certainly', 'stay', 'return', 'new']",stay night fly home upgrade lovely suite enjoy experience food service 360 good lunchtime dine baoshan evening food service surpass expectation staff extremely helpful courteous ask certainly stay return new
brand suggest excellency stay well enjoy luxurious stay staff behave room good witness luxury food get awesome,03/18,Excellent,True,"['brand', 'suggest', 'excellency', 'stay', 'well', 'enjoy', 'luxurious', 'stay', 'staff', 'behave', 'room', 'good', 'witness', 'luxury', 'food', 'get', 'awesome']",brand suggest excellency stay well enjoy luxurious stay staff behave room good witness luxury food get awesome
team go way professional efficient trouble special mention vinayak nayak parth saxena ravleen singh anshum sehgal ansh malhotra definitely hopefully,05/18,Excellent,True,"['team', 'go', 'way', 'professional', 'efficient', 'trouble', 'special', 'mention', 'vinayak', 'nayak', 'parth', 'saxena', 'ravleen', 'singh', 'anshum', 'sehgal', 'ansh', 'malhotra', 'definitely', 'hopefully']",team go way professional efficient trouble special mention vinayak nayak parth saxena ravleen singh anshum sehgal ansh malhotra definitely hopefully
great location amazing spacious room ipad control interface stay comfortable highlight fb service good fb staff encounter team,05/18,Excellent,True,"['great', 'location', 'amazing', 'spacious', 'room', 'ipad', 'control', 'interface', 'stay', 'comfortable', 'highlight', 'fb', 'service', 'good', 'fb', 'staff', 'encounter', 'team']",great location amazing spacious room ipad control interface stay comfortable highlight fb service good fb staff encounter team
visit time family business service ambience good class staff amazingly helpful kind restaurant spectacular setting near golf club gorgeous wonderful,04/18,Excellent,True,"['visit', 'time', 'family', 'business', 'service', 'ambience', 'good', 'class', 'staff', 'amazingly', 'helpful', 'kind', 'restaurant', 'spectacular', 'setting', 'near', 'golf', 'club', 'gorgeous', 'wonderful']",visit time family business service ambience good class staff amazingly helpful kind restaurant spectacular setting near golf club gorgeous wonderful
update incredible beautiful room amazing new modern room spacious beautifully decorate great amenity check ion hot chocolate cookies room love tv build bathroom mirror tv entertainment bedroom awesome netflix amazon available watch moviethey ask like popcorn chocolateshow cool service 360 restaurant amazingand food selection good service incredible friendly professional gym spa pool perfect newwhich love wait,05/18,Excellent,True,"['update', 'incredible', 'beautiful', 'room', 'amazing', 'new', 'modern', 'room', 'spacious', 'beautifully', 'decorate', 'great', 'amenity', 'check', 'ion', 'hot', 'chocolate', 'cookies', 'room', 'love', 'tv', 'build', 'bathroom', 'mirror', 'tv', 'entertainment', 'bedroom', 'awesome', 'netflix', 'amazon', 'available', 'watch', 'moviethey', 'ask', 'like', 'popcorn', 'chocolateshow', 'cool', 'service', '360', 'restaurant', 'amazingand', 'food', 'selection', 'good', 'service', 'incredible', 'friendly', 'professional', 'gym', 'spa', 'pool', 'perfect', 'newwhich', 'love', 'wait']",update incredible beautiful room amazing new modern room spacious beautifully decorate great amenity check ion hot chocolate cookies room love tv build bathroom mirror tv entertainment bedroom awesome netflix amazon available watch moviethey ask like popcorn chocolateshow cool service 360 restaurant amazingand food selection good service incredible friendly professional gym spa pool perfect newwhich love wait
room spacious beautifully appoint handy butler service activate pushbutton room service 360 restauarant excellent staff go way meet exceed expectation,05/18,Excellent,True,"['room', 'spacious', 'beautifully', 'appoint', 'handy', 'butler', 'service', 'activate', 'pushbutton', 'room', 'service', '360', 'restauarant', 'excellent', 'staff', 'go', 'way', 'meet', 'exceed', 'expectation']",room spacious beautifully appoint handy butler service activate pushbutton room service 360 restauarant excellent staff go way meet exceed expectation
absolutely love staff helpful professional room wonderful surprise need cater stateoftheart technology bedroom die personnel engage restaurant staff spa staff world class dream return chance place run like machine personal touch,05/18,Excellent,True,"['absolutely', 'love', 'staff', 'helpful', 'professional', 'room', 'wonderful', 'surprise', 'need', 'cater', 'stateoftheart', 'technology', 'bedroom', 'die', 'personnel', 'engage', 'restaurant', 'staff', 'spa', 'staff', 'world', 'class', 'dream', 'return', 'chance', 'place', 'run', 'like', 'machine', 'personal', 'touch']",absolutely love staff helpful professional room wonderful surprise need cater stateoftheart technology bedroom die personnel engage restaurant staff spa staff world class dream return chance place run like machine personal touch
daughter complete wonderful tour city new good folk new welcome service room food exemplary love renovation focus welcome guest wonderful display entrance mirror flip welcome guest family emphasis air quality wonderful surprise especially appreciate wonderful welcome arrive late night overseas trip kind lady show room see adjust temperature especially air conditioning time change kindly tea moment wonderful i d highly recommend,05/18,Excellent,True,"['daughter', 'complete', 'wonderful', 'tour', 'city', 'new', 'good', 'folk', 'new', 'welcome', 'service', 'room', 'food', 'exemplary', 'love', 'renovation', 'focus', 'welcome', 'guest', 'wonderful', 'display', 'entrance', 'mirror', 'flip', 'welcome', 'guest', 'family', 'emphasis', 'air', 'quality', 'wonderful', 'surprise', 'especially', 'appreciate', 'wonderful', 'welcome', 'arrive', 'late', 'night', 'overseas', 'trip', 'kind', 'lady', 'show', 'room', 'see', 'adjust', 'temperature', 'especially', 'air', 'conditioning', 'time', 'change', 'kindly', 'tea', 'moment', 'wonderful', 'i', 'd', 'highly', 'recommend']",daughter complete wonderful tour city new good folk new welcome service room food exemplary love renovation focus welcome guest wonderful display entrance mirror flip welcome guest family emphasis air quality wonderful surprise especially appreciate wonderful welcome arrive late night overseas trip kind lady show room see adjust temperature especially air conditioning time change kindly tea moment wonderful i d highly recommend
stay new 2018 recently renovate new setup world class room specious appoint beautiful view floor room technology convenient access room switch tv menu room service ipad bed staff attentive extra mile stay comfortable great location buzz city noise accessible special mention staff breakfast restaurant manager jay welcome stay memorable definitely visit highly recommend ps omya indian restaurant locate inside good indian food special touch like complimentary popcorn,05/18,Excellent,True,"['stay', 'new', '2018', 'recently', 'renovate', 'new', 'setup', 'world', 'class', 'room', 'specious', 'appoint', 'beautiful', 'view', 'floor', 'room', 'technology', 'convenient', 'access', 'room', 'switch', 'tv', 'menu', 'room', 'service', 'ipad', 'bed', 'staff', 'attentive', 'extra', 'mile', 'stay', 'comfortable', 'great', 'location', 'buzz', 'city', 'noise', 'accessible', 'special', 'mention', 'staff', 'breakfast', 'restaurant', 'manager', 'jay', 'welcome', 'stay', 'memorable', 'definitely', 'visit', 'highly', 'recommend', 'ps', 'omya', 'indian', 'restaurant', 'locate', 'inside', 'good', 'indian', 'food', 'special', 'touch', 'like', 'complimentary', 'popcorn']",stay new 2018 recently renovate new setup world class room specious appoint beautiful view floor room technology convenient access room switch tv menu room service ipad bed staff attentive extra mile stay comfortable great location buzz city noise accessible special mention staff breakfast restaurant manager jay welcome stay memorable definitely visit highly recommend ps omya indian restaurant locate inside good indian food special touch like complimentary popcorn
fiancé 2 night experience amazing beautiful property clean keep staff right gate guard butler nice respectful food restaurant outstanding specially cocktail rooftop bar great alot hotel globe learn travel hotel hotel well huge margin,05/18,Excellent,True,"['fiancé', '2', 'night', 'experience', 'amazing', 'beautiful', 'property', 'clean', 'keep', 'staff', 'right', 'gate', 'guard', 'butler', 'nice', 'respectful', 'food', 'restaurant', 'outstanding', 'specially', 'cocktail', 'rooftop', 'bar', 'great', 'alot', 'hotel', 'globe', 'learn', 'travel', 'hotel', 'hotel', 'well', 'huge', 'margin']",fiancé 2 night experience amazing beautiful property clean keep staff right gate guard butler nice respectful food restaurant outstanding specially cocktail rooftop bar great alot hotel globe learn travel hotel hotel well huge margin
enjoyable stay service room class bedsheet towel fresh ipad control great butler service extra touch lady keep prim proper lunch buffet satisfactory breakfast waiter efficient overall good stay,05/18,Excellent,True,"['enjoyable', 'stay', 'service', 'room', 'class', 'bedsheet', 'towel', 'fresh', 'ipad', 'control', 'great', 'butler', 'service', 'extra', 'touch', 'lady', 'keep', 'prim', 'proper', 'lunch', 'buffet', 'satisfactory', 'breakfast', 'waiter', 'efficient', 'overall', 'good', 'stay']",enjoyable stay service room class bedsheet towel fresh ipad control great butler service extra touch lady keep prim proper lunch buffet satisfactory breakfast waiter efficient overall good stay
I ve review trip advisor i m lazy force lethargy phenomenal service ranthambore excellent way feel home,05/18,Excellent,True,"['I', 've', 'review', 'trip', 'advisor', 'i', 'm', 'lazy', 'force', 'lethargy', 'phenomenal', 'service', 'ranthambore', 'excellent', 'way', 'feel', 'home']",I ve review trip advisor i m lazy force lethargy phenomenal service ranthambore excellent way feel home
recently stay pass look country great hotel exceptional chain newly renovate jewel crown wonderful great location beautiful building gorgeous room overlook humayan tomb gracious helpful staff imaginable trouble take care smile praise highly stay hotel beat,04/18,Excellent,True,"['recently', 'stay', 'pass', 'look', 'country', 'great', 'hotel', 'exceptional', 'chain', 'newly', 'renovate', 'jewel', 'crown', 'wonderful', 'great', 'location', 'beautiful', 'building', 'gorgeous', 'room', 'overlook', 'humayan', 'tomb', 'gracious', 'helpful', 'staff', 'imaginable', 'trouble', 'take', 'care', 'smile', 'praise', 'highly', 'stay', 'hotel', 'beat']",recently stay pass look country great hotel exceptional chain newly renovate jewel crown wonderful great location beautiful building gorgeous room overlook humayan tomb gracious helpful staff imaginable trouble take care smile praise highly stay hotel beat
doubt rate well stay staff helpful friendly feel like royalty minute step foot door wide variety food breakfast do not know start staff greet room far luxurious room stay,05/18,Excellent,True,"['doubt', 'rate', 'well', 'stay', 'staff', 'helpful', 'friendly', 'feel', 'like', 'royalty', 'minute', 'step', 'foot', 'door', 'wide', 'variety', 'food', 'breakfast', 'do', 'not', 'know', 'start', 'staff', 'greet', 'room', 'far', 'luxurious', 'room', 'stay']",doubt rate well stay staff helpful friendly feel like royalty minute step foot door wide variety food breakfast do not know start staff greet room far luxurious room stay
new recently renovate consistent fabulous service luxury receive stay locate staff incredible friendly efficient stay visit new view overlook golf course lovely recommend high,05/18,Excellent,True,"['new', 'recently', 'renovate', 'consistent', 'fabulous', 'service', 'luxury', 'receive', 'stay', 'locate', 'staff', 'incredible', 'friendly', 'efficient', 'stay', 'visit', 'new', 'view', 'overlook', 'golf', 'course', 'lovely', 'recommend', 'high']",new recently renovate consistent fabulous service luxury receive stay locate staff incredible friendly efficient stay visit new view overlook golf course lovely recommend high
stay new 2 night blow away level service greet staff know preference have repeat restaurant excellent ask help source specific tea home jasmine essence use send room spa excellent facility star welcome outdoor pool heat chauffeur day visit small know temple sight incredible explain main attraction ensure safe time wait return,05/18,Excellent,True,"['stay', 'new', '2', 'night', 'blow', 'away', 'level', 'service', 'greet', 'staff', 'know', 'preference', 'have', 'repeat', 'restaurant', 'excellent', 'ask', 'help', 'source', 'specific', 'tea', 'home', 'jasmine', 'essence', 'use', 'send', 'room', 'spa', 'excellent', 'facility', 'star', 'welcome', 'outdoor', 'pool', 'heat', 'chauffeur', 'day', 'visit', 'small', 'know', 'temple', 'sight', 'incredible', 'explain', 'main', 'attraction', 'ensure', 'safe', 'time', 'wait', 'return']",stay new 2 night blow away level service greet staff know preference have repeat restaurant excellent ask help source specific tea home jasmine essence use send room spa excellent facility star welcome outdoor pool heat chauffeur day visit small know temple sight incredible explain main attraction ensure safe time wait return
visit place wife stay day recently renovate property good place stay warmly greet desk atithi devo bhava sanskrit quote feel reality property feel suite room nice cosy comfortable state art facility view room excellent breakfast spread good service excellent staff place humble courteous team highly recommend property visit soon,04/18,Excellent,True,"['visit', 'place', 'wife', 'stay', 'day', 'recently', 'renovate', 'property', 'good', 'place', 'stay', 'warmly', 'greet', 'desk', 'atithi', 'devo', 'bhava', 'sanskrit', 'quote', 'feel', 'reality', 'property', 'feel', 'suite', 'room', 'nice', 'cosy', 'comfortable', 'state', 'art', 'facility', 'view', 'room', 'excellent', 'breakfast', 'spread', 'good', 'service', 'excellent', 'staff', 'place', 'humble', 'courteous', 'team', 'highly', 'recommend', 'property', 'visit', 'soon']",visit place wife stay day recently renovate property good place stay warmly greet desk atithi devo bhava sanskrit quote feel reality property feel suite room nice cosy comfortable state art facility view room excellent breakfast spread good service excellent staff place humble courteous team highly recommend property visit soon
superb impeccable service great restaurant beautiful room ask seasoned traveller consider place rate world truly great hotel,04/18,Excellent,True,"['superb', 'impeccable', 'service', 'great', 'restaurant', 'beautiful', 'room', 'ask', 'seasoned', 'traveller', 'consider', 'place', 'rate', 'world', 'truly', 'great', 'hotel']",superb impeccable service great restaurant beautiful room ask seasoned traveller consider place rate world truly great hotel
